ID,Subject,Bangla,Arabic,Urdu,English,Pronunciation
IC-12,কীট-পতঙ্গ حَشَرَاتُ الْأَرْضِ Insects and Crawling Creatures,শতপদি বিছা,حَرِيْشٌ,کنسلائی,Centipede,(সেন্টিপিড)
IC-13,কীট-পতঙ্গ حَشَرَاتُ الْأَرْضِ Insects and Crawling Creatures,বেজী,سُرْعُوْبٌ,نیولا,Mongoose,(মাঙ্গুস)
IC-14,কীট-পতঙ্গ حَشَرَاتُ الْأَرْضِ Insects and Crawling Creatures,গিরগিট,حِرْبَاءُ,گرکٹ,Chameleon,(ক্যামেলিয়ন)
IC-15,কীট-পতঙ্গ حَشَرَاتُ الْأَرْضِ Insects and Crawling Creatures,ইঁদুর,فَارَةٌ,چوہا,Mouse,(মাউস)
IC-16,কীট-পতঙ্গ حَشَرَاتُ الْأَرْضِ Insects and Crawling Creatures,বন্য ইঁদুর,يَرْبُوْعٌ,جنگلی چوہا,Rat,(র‍্যাট)
IC-17,কীট-পতঙ্গ حَشَرَاتُ الْأَرْضِ Insects and Crawling Creatures,চিঁকা,خُلْدٌ,چچھوندر,Mole / Muskrat,(মোল / মাস্কর‍্যাট)
IC-18,কীট-পতঙ্গ حَشَرَاتُ الْأَرْضِ Insects and Crawling Creatures,ইঁদুর বা সাপের গর্ত,سَرْبٌ,بھٹ,Rat or snake hole,(র‍্যাট অর স্নেক হোল)
AQ-01,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,মাছ,"سَمَكٌ، حُوْتٌ",مچھلی,Fish,(ফিশ)
AQ-02,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,উড়ো মাছ,اَلسَّمَكُ الطَّيَّارُ,اڑنے والے مچھلی,Flying fish,(ফ্লাইয়িং ফিশ)
AQ-03,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,সামুদ্রিক কুকুর,"قُنْدُسٌ، كَلْبُ الْمَاءِ",دریائی بچھڑا,Seal / Sea-dog,(সিল / সী-ডগ)
AQ-04,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,কুমীর,تِمْسَاحٌ,مگر مچھ,Crocodile,(ক্রোকোডাইল)
AQ-05,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,পুরুষ কচ্ছপ,سُلَحْفَاةٌ,کچھوا,Turtle,(টার্টল)
AQ-06,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,মহিলা কচ্ছপ,غَيْلَمٌ,کچھوی,Female Turtle,(ফিমেইল টার্টল)
AQ-07,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,বেঙ,ضِفْدَعٌ,مینڈک,Frog,(ফ্রগ)
AQ-08,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,ঝিনুক,صَدَفٌ,"سیٹ، سیپی",Oyster,(অয়েস্টার)
AQ-09,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,এক প্রকার মাছ যার চামড়া দ্বারা ঢাল তৈরী হয়।,عَنْبَرٌ,سمندری مچھلی جس کے چمڑے سےڈھال بنتی ہے,Ray fish (Buckler-skin fish),(রে ফিশ)
AQ-10,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,কাঁকড়া,سَرَطَانٌ,کیکڑا,Crab,(ক্র্যাব)
AQ-11,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,শামুক,حَلَزُوْنٌ,گھونگھا,Snail,(স্নেল)
AQ-12,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,জোঁক,عَلَقَةٌ,جونک,Leech,(লীচ)
AQ-13,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,এক প্রকার মাছ যা স্পর্শ করলে হাত কাঁপে,رَعَّادٌ,خاص قسم کی مچھلی کہ جو شخص اسی کو ہاتھ لگاتا ہے کانپنے لگتا ہے,Electric ray / Torpedo fish,(ইলেকট্রিক রে / টর্পেডো ফিশ)
AQ-14,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,হাঙ্গর,"قِرْشٌ، قُرَيْشٌ",ایک بڑی مچھلی جس سے آبی جانور ڈرتے ہیں,Shark,(শার্ক)
AQ-15,সামুদ্রিক প্রাণী اَلْحَيَوَانَاتُ الْبَحْرِيَّةُ Sea-living Beings / Aquatic Animals,মাছের ডানা,زَعَانِفُ,مچھلی کے پر,Fins,(ফিনস)
BR-01,পক্ষীকুল اَلطُّيُورُ Birds,মোরগ,دِيْكٌ,مرغ,Cock,(কক)
BR-02,পক্ষীকুল اَلطُّيُورُ Birds,মুরগী,دَجَاجَةٌ,مرغی,Hen,(হেন)
BR-03,পক্ষীকুল اَلطُّيُورُ Birds,কবুতর,حَمَامٌ,کبوتر,Pigeon,(পিজিয়ন)
BR-04,পক্ষীকুল اَلطُّيُورُ Birds,কপোত,صُلْصُلٌ,فاختہ,Dove,(ডোভ)
BR-05,পক্ষীকুল اَلطُّيُورُ Birds,হাঁস,بَطَّةٌ,بطخ,Duck,(ডাক)
BR-06,পক্ষীকুল اَلطُّيُورُ Birds,দাঁড় কাক,عَقْعَقٌ,دیسی کوّا,Jackdaw,(জ্যাকড’ )
BR-07,পক্ষীকুল اَلطُّيُورُ Birds,পাহাড়ী কাক,غُرَابٌ,پھاڑی کوّا,Crow,(ক্রো)
BR-08,পক্ষীকুল اَلطُّيُورُ Birds,হুদহুদ পাখী,هُدْهُدٌ,ہدہد,Hoopoe,(হুদহুদ / হুপু)
BR-09,পক্ষীকুল اَلطُّيُورُ Birds,রাজ হাঁস,أَوَّزٌ,راج ہنس,Swan,(সোয়ান)
BR-10,পক্ষীকুল اَلطُّيُورُ Birds,তিতির,دُرَّاجٌ,تیتر,Partridge,(পার্টরিজ)
BR-11,পক্ষীকুল اَلطُّيُورُ Birds,চড়ুই,عُصْفُوْرٌ,چڑیا,Sparrow,(স্প্যারো)
BR-12,পক্ষীকুল اَلطُّيُورُ Birds,তোতা,بَبْغَاءُ,طوطا,Parrot,(প্যারট)
BR-13,পক্ষীকুল اَلطُّيُورُ Birds,টুনটুনি,صَعْوَةٌ,ممولا,Tailorbird,(টেইলর বার্ড)
BR-14,পক্ষীকুল اَلطُّيُورُ Birds,তিতির জাতীয় ছোট পাখী বিশেষ,سَلْوٰى,لوا,Small bird,(স্মল বার্ড)
BR-15,পক্ষীকুল اَلطُّيُورُ Birds,বাবুই,سِمَانِيٌّ,بیڑ,Weaver bird,(উইভার বার্ড)
BR-16,পক্ষীকুল اَلطُّيُورُ Birds,ময়ূর,طَاؤُوْسٌ,مور,Peacock,(পিকক)
BR-17,পক্ষীকুল اَلطُّيُورُ Birds,চিল,حَدْأَةٌ,چیل,Kite,(কাইট)
BR-18,পক্ষীকুল اَلطُّيُورُ Birds,ভরত পাখী,قُبَّرَةٌ,چنڈول,Lark,(লার্ক)
BR-19,পক্ষীকুল اَلطُّيُورُ Birds,উট পাখী,نَعَامَةٌ,شتر مرغ,Ostrich,(অস্ট্রিচ)
BR-20,পক্ষীকুল اَلطُّيُورُ Birds,নীল কণ্ঠ (নীল বর্ণ কণ্ঠ যুক্ত পাক্ষি বিশেষ) ,شُقْرَاقٌ,نیل کنٹہ,Blue-throated bird,(ব্লু-থ্রোটেড বার্ড)
BR-21,পক্ষীকুল اَلطُّيُورُ Birds,আবাবীল পাখী,خَطَّافٌ,ابابیل,Ababil (Swallow),(আবাবিল / সোয়ালো)
BR-22,পক্ষীকুল اَلطُّيُورُ Birds,ময়না,زُرْزُوْرٌ,مینا,Mynah,(ময়না)
BR-23,পক্ষীকুল اَلطُّيُورُ Birds,বুলবুল,"بُلْبُلٌ، عَنْدَلِيْبٌ",بلبل,Nightingale,(নাইটিংগেল)
BR-24,পক্ষীকুল اَلطُّيُورُ Birds,ঘুঘু,قُمْرِيٌّ,قمری,Dove,(ডোভ)
BR-25,পক্ষীকুল اَلطُّيُورُ Birds,চাতক,حَجَلٌ,چکور,Skylark,(স্কাইলার্ক)
BR-26,পক্ষীকুল اَلطُّيُورُ Birds,বাজ পাখী,بَازِيٌ,باز,Hawk,(হক)
BR-27,পক্ষীকুল اَلطُّيُورُ Birds,শ্যোন পাখী (বাজের চেয়ে কিছু ছোট),بَاشِقٌ,باشہ,Eagle,(ঈগল)
BR-28,পক্ষীকুল اَلطُّيُورُ Birds,মাছরাঙ্গা,وَرْرَارٌ,پھدکی,Kingfisher,(কিংফিশার)
BR-29,পক্ষীকুল اَلطُّيُورُ Birds,বক,مَالِكُ الْحَزِيْنِ,بگلا,Heron,(হেরন)
BR-30,পক্ষীকুল اَلطُّيُورُ Birds,সারস,كُرْكِيٌّ,کلنگ,Crane,(ক্রেইন)
BR-31,পক্ষীকুল اَلطُّيُورُ Birds,ফড়িং,جَرَادٌ,ٹڈی,Grasshopper bird,(গ্রাসফপার বার্ড)
BR-32,পক্ষীকুল اَلطُّيُورُ Birds,শকুন,نَسْرٌ,گدھ,Vulture,(ভালচার)
BR-33,পক্ষীকুল اَلطُّيُورُ Birds,লালচে হাঁস,نَخَامٌ,سرخاب,Red duck,(রেড ডাক)
BR-34,পক্ষীকুল اَلطُّيُورُ Birds,বাঁদুর,خَفَّاشٌ,چمگاڈر,Bat,(ব্যাট)
BR-35,পক্ষীকুল اَلطُّيُورُ Birds,বাজ পাখী,شَاهِيْنٌ,شاھین,Hawk,(হক)
BR-36,পক্ষীকুল اَلطُّيُورُ Birds,পেঁচা,بُوْمٌ,الّو,Owl,(আউল)
BR-37,পক্ষীকুল اَلطُّيُورُ Birds,ঈগল,عُقَابٌ,عقاب شکاری,Eagle,(ঈগল)
BR-38,পক্ষীকুল اَلطُّيُورُ Birds,কাঠ ঠোঁকরা,قُرَاعٌ,کھٹ بڑھئی,Woodpecker,(উডপেকার)
BR-39,পক্ষীকুল اَلطُّيُورُ Birds,আফ্রিকার মোরগ,غِرْغِرَةٌ,فیل مرغ حبشی مرغ,Guinea fowl (African cock),(গিনি ফাউল)
BR-40,পক্ষীকুল اَلطُّيُورُ Birds,ইটালিয়ান মোরগ,دِيْكٌ رُوْمِيٌّ,پیرو,Italian cock,(ইতালিয়ান কক)
BR-41,পক্ষীকুল اَلطُّيُورُ Birds,পাখীর বাচ্চা,فَرْخٌ,ہرپرندہ کا بچہ,Nestling,(নেস্টলিং)
BR-42,পক্ষীকুল اَلطُّيُورُ Birds,চকোর পাখীর বাচ্ছা,سُلْحٌ,چکور کا بچہ,Nestling of a partridge,(নেস্টলিং অব আ পার্টরিজ)
BR-43,পক্ষীকুল اَلطُّيُورُ Birds,ময়না ,قَلُوْلَةٌ,قاز,Mynah,(ময়না)
BR-44,পক্ষীকুল اَلطُّيُورُ Birds,ডানা কাটা পাখী,مَقْصُوْصُ الْجَنَاحِ,پرکٹ,Wingless bird,(উইংলেস বার্ড)
BR-45,পক্ষীকুল اَلطُّيُورُ Birds,কলকুক্কুট,طَيْرُ الْمَاءِ,مرغابی,Water hen,(ওয়াটার হেন)
BP-01,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,মোরগের ঝুটি,عُرْفُ الدِّيْكِ,مرغ کی کلغی,Cock's comb,(ককস কোম)
BP-02,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,পালক,رِيْشٌ,پر,Feather,(ফেদার)
BP-03,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,ডানা,جَنَاحٌ,بازو,Wing,(উইং)
BP-04,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,ঠোঁট,مِنْقَارٌ,چونچ,Beak,(বিক)
BP-05,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,পাখীর বাসা,عُشٌّ,گھونسلا,Nest,(নেস্ট)
BP-06,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,ছোট ছোট পালক,رَغَبٌ,چیٹ,Down feather,(ডাউন ফেদার)
BP-07,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,ডিম ,بَيْضَةٌ,انڈا,Egg,(এগ)
BP-08,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,ডিমের খোসা,فَيْضٌ,انڈے کا جھلکا,Eggshell,(এগশেল)
BP-09,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,পাখির বুক,جُوْجُوْعٌ,سینہ,Bird's breast,(বার্ডস ব্রেস্ট)
BP-10,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,পাঞ্জা,بُرْثُنٌ,پنجہ,Claw / Talon,(ক্ল / ট্যালন)
BP-11,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,পাখীর মল,"جَرْءٌ، ذَرْقٌ",بیٹ,Droppings,(ড্রপিংস)
BP-12,পাখী সম্পর্কিত مُتَعَلِّقَاتُ الطُّيُورِ About Birds and Their Parts,ছোট পালক,شِكِيْزٌ,کلی نورستہ,Plumage,(প্লুমেজ)
DA-01,গৃহপালিত পশু اَلْحَيَوَانَاتُ الْأَلِيفَةُ Domestic Animals,বলদ,ثَوْرٌ,بیل,Bull,(বুল)
DA-02,গৃহপালিত পশু اَلْحَيَوَانَاتُ الْأَلِيفَةُ Domestic Animals,গাভী,بَقَرَةٌ,گائے,Cow,(কাউ)
DA-03,গৃহপালিত পশু اَلْحَيَوَانَاتُ الْأَلِيفَةُ Domestic Animals,মহিষ,جَامُوْسٌ,بھینس,Buffalo,(বাফেলো)
DA-04,গৃহপালিত পশু اَلْحَيَوَانَاتُ الْأَلِيفَةُ Domestic Animals,ভেড়া,ضَأْنٌ,بھیڑ,Sheep,(শীপ)
DA-05,গৃহপালিত পশু اَلْحَيَوَانَاتُ الْأَلِيفَةُ Domestic Animals,ভেড়া,كَبْشٌ,مینڈھا,Ewe,(ইউ)
